seed,condition,tx_ibo_db,rx_backoff_db,mode,modulation,snr_db,delta_pd,delta_lo,delta_hi
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,0,0.001,0.0,0.003
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,0,0.003,0.0,0.007
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,0,0.005,0.001,0.01
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,2,0.002,0.0,0.005
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,2,0.002,0.0,0.005
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,2,0.002,0.0,0.005
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,2,0.002,0.0,0.005
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,6,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,8,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,10,0.0,0.0,0.0
202,linear,,,frozen,bpsk,-10,0.301,0.273,0.329
202,linear,,,frozen,qpsk,-10,0.137,0.112,0.163
202,linear,,,frozen,16qam,-10,0.441,0.405,0.47402499999999986
202,linear,,,frozen,32qam,-10,0.438,0.407,0.469
202,linear,,,recalibrated,bpsk,-10,0.301,0.273,0.329
202,linear,,,recalibrated,qpsk,-10,0.137,0.112,0.163
202,linear,,,recalibrated,16qam,-10,0.441,0.405,0.47402499999999986
202,linear,,,recalibrated,32qam,-10,0.438,0.407,0.469
202,linear,,,frozen,bpsk,-8,0.132,0.112,0.153
202,linear,,,frozen,qpsk,-8,0.044,0.031,0.058
202,linear,,,frozen,16qam,-8,0.388,0.358,0.419
202,linear,,,frozen,32qam,-8,0.432,0.399,0.464
202,linear,,,recalibrated,bpsk,-8,0.132,0.112,0.153
202,linear,,,recalibrated,qpsk,-8,0.044,0.031,0.058
202,linear,,,recalibrated,16qam,-8,0.388,0.358,0.419
202,linear,,,recalibrated,32qam,-8,0.432,0.399,0.464
202,linear,,,frozen,bpsk,-6,0.031,0.021,0.042
202,linear,,,frozen,qpsk,-6,0.004,0.001,0.009
202,linear,,,frozen,16qam,-6,0.203,0.179,0.22902499999999987
202,linear,,,frozen,32qam,-6,0.23,0.204,0.256
202,linear,,,recalibrated,bpsk,-6,0.031,0.021,0.042
202,linear,,,recalibrated,qpsk,-6,0.004,0.001,0.009
202,linear,,,recalibrated,16qam,-6,0.203,0.179,0.22902499999999987
202,linear,,,recalibrated,32qam,-6,0.23,0.204,0.256
202,linear,,,frozen,bpsk,-4,0.001,0.0,0.003
202,linear,,,frozen,qpsk,-4,0.002,0.0,0.005
202,linear,,,frozen,16qam,-4,0.07,0.055,0.086
202,linear,,,frozen,32qam,-4,0.082,0.065,0.1
202,linear,,,recalibrated,bpsk,-4,0.001,0.0,0.003
202,linear,,,recalibrated,qpsk,-4,0.002,0.0,0.005
202,linear,,,recalibrated,16qam,-4,0.07,0.055,0.086
202,linear,,,recalibrated,32qam,-4,0.082,0.065,0.1
202,linear,,,frozen,bpsk,-2,0.001,0.0,0.003
202,linear,,,frozen,qpsk,-2,0.0,0.0,0.0
202,linear,,,frozen,16qam,-2,0.008,0.003,0.014
202,linear,,,frozen,32qam,-2,0.026,0.017,0.037
202,linear,,,recalibrated,bpsk,-2,0.001,0.0,0.003
202,linear,,,recalibrated,qpsk,-2,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,-2,0.008,0.003,0.014
202,linear,,,recalibrated,32qam,-2,0.026,0.017,0.037
202,linear,,,frozen,bpsk,0,0.0,0.0,0.0
202,linear,,,frozen,qpsk,0,0.0,0.0,0.0
202,linear,,,frozen,16qam,0,0.0,0.0,0.0
202,linear,,,frozen,32qam,0,0.003,0.0,0.007
202,linear,,,recalibrated,bpsk,0,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,0,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,0,0.0,0.0,0.0
202,linear,,,recalibrated,32qam,0,0.003,0.0,0.007
202,linear,,,frozen,bpsk,2,0.0,0.0,0.0
202,linear,,,frozen,qpsk,2,0.0,0.0,0.0
202,linear,,,frozen,16qam,2,0.001,0.0,0.003
202,linear,,,frozen,32qam,2,0.001,0.0,0.003
202,linear,,,recalibrated,bpsk,2,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,2,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,2,0.001,0.0,0.003
202,linear,,,recalibrated,32qam,2,0.001,0.0,0.003
202,linear,,,frozen,bpsk,4,0.0,0.0,0.0
202,linear,,,frozen,qpsk,4,0.0,0.0,0.0
202,linear,,,frozen,16qam,4,0.001,0.0,0.003
202,linear,,,frozen,32qam,4,0.0,0.0,0.0
202,linear,,,recalibrated,bpsk,4,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,4,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,4,0.001,0.0,0.003
202,linear,,,recalibrated,32qam,4,0.0,0.0,0.0
202,linear,,,frozen,bpsk,6,0.0,0.0,0.0
202,linear,,,frozen,qpsk,6,0.0,0.0,0.0
202,linear,,,frozen,16qam,6,0.0,0.0,0.0
202,linear,,,frozen,32qam,6,0.0,0.0,0.0
202,linear,,,recalibrated,bpsk,6,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,6,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,6,0.0,0.0,0.0
202,linear,,,recalibrated,32qam,6,0.0,0.0,0.0
202,linear,,,frozen,bpsk,8,0.0,0.0,0.0
202,linear,,,frozen,qpsk,8,0.0,0.0,0.0
202,linear,,,frozen,16qam,8,0.0,0.0,0.0
202,linear,,,frozen,32qam,8,0.0,0.0,0.0
202,linear,,,recalibrated,bpsk,8,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,8,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,8,0.0,0.0,0.0
202,linear,,,recalibrated,32qam,8,0.0,0.0,0.0
202,linear,,,frozen,bpsk,10,0.0,0.0,0.0
202,linear,,,frozen,qpsk,10,0.0,0.0,0.0
202,linear,,,frozen,16qam,10,0.0,0.0,0.0
202,linear,,,frozen,32qam,10,0.0,0.0,0.0
202,linear,,,recalibrated,bpsk,10,0.0,0.0,0.0
202,linear,,,recalibrated,qpsk,10,0.0,0.0,0.0
202,linear,,,recalibrated,16qam,10,0.0,0.0,0.0
202,linear,,,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,bpsk,-10,0.302,0.273975,0.33
202,tx_9dB,9.0,,frozen,qpsk,-10,0.138,0.113,0.164
202,tx_9dB,9.0,,frozen,16qam,-10,0.441,0.405,0.47402499999999986
202,tx_9dB,9.0,,frozen,32qam,-10,0.439,0.407,0.47
202,tx_9dB,9.0,,recalibrated,bpsk,-10,0.302,0.273975,0.33
202,tx_9dB,9.0,,recalibrated,qpsk,-10,0.138,0.113,0.164
202,tx_9dB,9.0,,recalibrated,16qam,-10,0.441,0.405,0.47402499999999986
202,tx_9dB,9.0,,recalibrated,32qam,-10,0.439,0.407,0.47
202,tx_9dB,9.0,,frozen,bpsk,-8,0.133,0.113,0.154
202,tx_9dB,9.0,,frozen,qpsk,-8,0.045,0.032,0.059
202,tx_9dB,9.0,,frozen,16qam,-8,0.389,0.359,0.42
202,tx_9dB,9.0,,frozen,32qam,-8,0.434,0.401,0.466
202,tx_9dB,9.0,,recalibrated,bpsk,-8,0.133,0.113,0.154
202,tx_9dB,9.0,,recalibrated,qpsk,-8,0.045,0.032,0.059
202,tx_9dB,9.0,,recalibrated,16qam,-8,0.389,0.359,0.42
202,tx_9dB,9.0,,recalibrated,32qam,-8,0.434,0.401,0.466
202,tx_9dB,9.0,,frozen,bpsk,-6,0.032,0.021975,0.043
202,tx_9dB,9.0,,frozen,qpsk,-6,0.004,0.001,0.009
202,tx_9dB,9.0,,frozen,16qam,-6,0.204,0.18,0.23
202,tx_9dB,9.0,,frozen,32qam,-6,0.229,0.203975,0.2550249999999999
202,tx_9dB,9.0,,recalibrated,bpsk,-6,0.032,0.021975,0.043
202,tx_9dB,9.0,,recalibrated,qpsk,-6,0.004,0.001,0.009
202,tx_9dB,9.0,,recalibrated,16qam,-6,0.204,0.18,0.23
202,tx_9dB,9.0,,recalibrated,32qam,-6,0.229,0.203975,0.2550249999999999
202,tx_9dB,9.0,,frozen,bpsk,-4,0.001,0.0,0.003
202,tx_9dB,9.0,,frozen,qpsk,-4,0.002,0.0,0.005
202,tx_9dB,9.0,,frozen,16qam,-4,0.069,0.054,0.085
202,tx_9dB,9.0,,frozen,32qam,-4,0.082,0.065,0.1
202,tx_9dB,9.0,,recalibrated,bpsk,-4,0.001,0.0,0.003
202,tx_9dB,9.0,,recalibrated,qpsk,-4,0.002,0.0,0.005
202,tx_9dB,9.0,,recalibrated,16qam,-4,0.069,0.054,0.085
202,tx_9dB,9.0,,recalibrated,32qam,-4,0.082,0.065,0.1
202,tx_9dB,9.0,,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_9dB,9.0,,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,-2,0.008,0.003,0.014
202,tx_9dB,9.0,,frozen,32qam,-2,0.026,0.017,0.037
202,tx_9dB,9.0,,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_9dB,9.0,,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,-2,0.008,0.003,0.014
202,tx_9dB,9.0,,recalibrated,32qam,-2,0.026,0.017,0.037
202,tx_9dB,9.0,,frozen,bpsk,0,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,0,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,0,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,32qam,0,0.003,0.0,0.007
202,tx_9dB,9.0,,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,32qam,0,0.003,0.0,0.007
202,tx_9dB,9.0,,frozen,bpsk,2,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,2,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,2,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,32qam,2,0.001,0.0,0.003
202,tx_9dB,9.0,,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,32qam,2,0.001,0.0,0.003
202,tx_9dB,9.0,,frozen,bpsk,4,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,4,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,4,0.001,0.0,0.003
202,tx_9dB,9.0,,frozen,32qam,4,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_9dB,9.0,,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,bpsk,6,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,6,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,6,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,32qam,6,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,bpsk,8,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,8,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,8,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,32qam,8,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,bpsk,10,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,qpsk,10,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,16qam,10,0.0,0.0,0.0
202,tx_9dB,9.0,,frozen,32qam,10,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_9dB,9.0,,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,bpsk,-10,0.303,0.274,0.331
202,tx_6dB,6.0,,frozen,qpsk,-10,0.139,0.113,0.166
202,tx_6dB,6.0,,frozen,16qam,-10,0.437,0.400975,0.47
202,tx_6dB,6.0,,frozen,32qam,-10,0.436,0.404,0.467
202,tx_6dB,6.0,,recalibrated,bpsk,-10,0.303,0.274,0.331
202,tx_6dB,6.0,,recalibrated,qpsk,-10,0.139,0.113,0.166
202,tx_6dB,6.0,,recalibrated,16qam,-10,0.437,0.400975,0.47
202,tx_6dB,6.0,,recalibrated,32qam,-10,0.436,0.404,0.467
202,tx_6dB,6.0,,frozen,bpsk,-8,0.136,0.116,0.158
202,tx_6dB,6.0,,frozen,qpsk,-8,0.046,0.033,0.06
202,tx_6dB,6.0,,frozen,16qam,-8,0.39,0.36,0.421
202,tx_6dB,6.0,,frozen,32qam,-8,0.432,0.399,0.464
202,tx_6dB,6.0,,recalibrated,bpsk,-8,0.136,0.116,0.158
202,tx_6dB,6.0,,recalibrated,qpsk,-8,0.046,0.033,0.06
202,tx_6dB,6.0,,recalibrated,16qam,-8,0.39,0.36,0.421
202,tx_6dB,6.0,,recalibrated,32qam,-8,0.432,0.399,0.464
202,tx_6dB,6.0,,frozen,bpsk,-6,0.032,0.021975,0.043
202,tx_6dB,6.0,,frozen,qpsk,-6,0.004,0.001,0.009
202,tx_6dB,6.0,,frozen,16qam,-6,0.203,0.179,0.22902499999999987
202,tx_6dB,6.0,,frozen,32qam,-6,0.229,0.203975,0.2550249999999999
202,tx_6dB,6.0,,recalibrated,bpsk,-6,0.032,0.021975,0.043
202,tx_6dB,6.0,,recalibrated,qpsk,-6,0.004,0.001,0.009
202,tx_6dB,6.0,,recalibrated,16qam,-6,0.203,0.179,0.22902499999999987
202,tx_6dB,6.0,,recalibrated,32qam,-6,0.229,0.203975,0.2550249999999999
202,tx_6dB,6.0,,frozen,bpsk,-4,0.001,0.0,0.003
202,tx_6dB,6.0,,frozen,qpsk,-4,0.002,0.0,0.005
202,tx_6dB,6.0,,frozen,16qam,-4,0.067,0.052,0.083
202,tx_6dB,6.0,,frozen,32qam,-4,0.082,0.065,0.1
202,tx_6dB,6.0,,recalibrated,bpsk,-4,0.001,0.0,0.003
202,tx_6dB,6.0,,recalibrated,qpsk,-4,0.002,0.0,0.005
202,tx_6dB,6.0,,recalibrated,16qam,-4,0.067,0.052,0.083
202,tx_6dB,6.0,,recalibrated,32qam,-4,0.082,0.065,0.1
202,tx_6dB,6.0,,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_6dB,6.0,,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,-2,0.008,0.003,0.014
202,tx_6dB,6.0,,frozen,32qam,-2,0.026,0.017,0.037
202,tx_6dB,6.0,,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_6dB,6.0,,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,-2,0.008,0.003,0.014
202,tx_6dB,6.0,,recalibrated,32qam,-2,0.026,0.017,0.037
202,tx_6dB,6.0,,frozen,bpsk,0,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,0,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,0,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,32qam,0,0.003,0.0,0.007
202,tx_6dB,6.0,,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,32qam,0,0.003,0.0,0.007
202,tx_6dB,6.0,,frozen,bpsk,2,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,2,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,2,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,32qam,2,0.001,0.0,0.003
202,tx_6dB,6.0,,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,32qam,2,0.001,0.0,0.003
202,tx_6dB,6.0,,frozen,bpsk,4,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,4,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,4,0.001,0.0,0.003
202,tx_6dB,6.0,,frozen,32qam,4,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_6dB,6.0,,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,bpsk,6,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,6,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,6,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,32qam,6,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,bpsk,8,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,8,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,8,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,32qam,8,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,bpsk,10,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,qpsk,10,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,16qam,10,0.0,0.0,0.0
202,tx_6dB,6.0,,frozen,32qam,10,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_6dB,6.0,,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,bpsk,-10,0.312,0.282,0.3400249999999999
202,tx_3dB,3.0,,frozen,qpsk,-10,0.139,0.113,0.166
202,tx_3dB,3.0,,frozen,16qam,-10,0.435,0.399,0.469
202,tx_3dB,3.0,,frozen,32qam,-10,0.435,0.403,0.467
202,tx_3dB,3.0,,recalibrated,bpsk,-10,0.312,0.282,0.3400249999999999
202,tx_3dB,3.0,,recalibrated,qpsk,-10,0.139,0.113,0.166
202,tx_3dB,3.0,,recalibrated,16qam,-10,0.435,0.399,0.469
202,tx_3dB,3.0,,recalibrated,32qam,-10,0.435,0.403,0.467
202,tx_3dB,3.0,,frozen,bpsk,-8,0.138,0.117,0.16
202,tx_3dB,3.0,,frozen,qpsk,-8,0.05,0.035,0.064
202,tx_3dB,3.0,,frozen,16qam,-8,0.39,0.36,0.421
202,tx_3dB,3.0,,frozen,32qam,-8,0.428,0.395,0.46
202,tx_3dB,3.0,,recalibrated,bpsk,-8,0.138,0.117,0.16
202,tx_3dB,3.0,,recalibrated,qpsk,-8,0.05,0.035,0.064
202,tx_3dB,3.0,,recalibrated,16qam,-8,0.39,0.36,0.421
202,tx_3dB,3.0,,recalibrated,32qam,-8,0.428,0.395,0.46
202,tx_3dB,3.0,,frozen,bpsk,-6,0.033,0.022,0.045
202,tx_3dB,3.0,,frozen,qpsk,-6,0.004,0.001,0.009
202,tx_3dB,3.0,,frozen,16qam,-6,0.207,0.182,0.233
202,tx_3dB,3.0,,frozen,32qam,-6,0.23,0.204,0.256
202,tx_3dB,3.0,,recalibrated,bpsk,-6,0.033,0.022,0.045
202,tx_3dB,3.0,,recalibrated,qpsk,-6,0.004,0.001,0.009
202,tx_3dB,3.0,,recalibrated,16qam,-6,0.207,0.182,0.233
202,tx_3dB,3.0,,recalibrated,32qam,-6,0.23,0.204,0.256
202,tx_3dB,3.0,,frozen,bpsk,-4,0.002,0.0,0.005
202,tx_3dB,3.0,,frozen,qpsk,-4,0.002,0.0,0.005
202,tx_3dB,3.0,,frozen,16qam,-4,0.069,0.054,0.085
202,tx_3dB,3.0,,frozen,32qam,-4,0.085,0.068,0.104
202,tx_3dB,3.0,,recalibrated,bpsk,-4,0.002,0.0,0.005
202,tx_3dB,3.0,,recalibrated,qpsk,-4,0.002,0.0,0.005
202,tx_3dB,3.0,,recalibrated,16qam,-4,0.069,0.054,0.085
202,tx_3dB,3.0,,recalibrated,32qam,-4,0.085,0.068,0.104
202,tx_3dB,3.0,,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_3dB,3.0,,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,16qam,-2,0.009,0.004,0.015
202,tx_3dB,3.0,,frozen,32qam,-2,0.024,0.015,0.034
202,tx_3dB,3.0,,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_3dB,3.0,,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,16qam,-2,0.009,0.004,0.015
202,tx_3dB,3.0,,recalibrated,32qam,-2,0.024,0.015,0.034
202,tx_3dB,3.0,,frozen,bpsk,0,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,qpsk,0,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,16qam,0,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,32qam,0,0.003,0.0,0.007
202,tx_3dB,3.0,,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,32qam,0,0.003,0.0,0.007
202,tx_3dB,3.0,,frozen,bpsk,2,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,qpsk,2,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,16qam,2,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,32qam,2,0.002,0.0,0.005
202,tx_3dB,3.0,,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,32qam,2,0.002,0.0,0.005
202,tx_3dB,3.0,,frozen,bpsk,4,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,qpsk,4,0.0,0.0,0.0
202,tx_3dB,3.0,,frozen,16qam,4,0.001,0.0,0.003
202,tx_3dB,3.0,,frozen,32qam,4,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_3dB,3.0,,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_3dB,3.0,,recalibrated,32qam,4,0.0,0.0,0.0
