seed,condition,tx_ibo_db,rx_backoff_db,mode,modulation,snr_db,delta_pd,delta_lo,delta_hi
202,tx_6_rx_12dB,6.0,12.0,frozen,16qam,2,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,32qam,2,0.001,0.0,0.003
202,tx_6_rx_12dB,6.0,12.0,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,32qam,2,0.001,0.0,0.003
202,tx_6_rx_12dB,6.0,12.0,frozen,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,16qam,4,0.001,0.0,0.003
202,tx_6_rx_12dB,6.0,12.0,frozen,32qam,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_6_rx_12dB,6.0,12.0,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,16qam,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,32qam,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,16qam,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,32qam,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,16qam,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,frozen,32qam,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_6_rx_12dB,6.0,12.0,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,-10,0.295,0.266,0.3230249999999999
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,-10,0.141,0.115,0.167
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,-10,0.429,0.393,0.462
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,-10,0.431,0.399,0.463
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,-10,0.296,0.267,0.324
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,-10,0.14,0.115,0.166
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,-10,0.429,0.393,0.462
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,-10,0.434,0.403,0.466
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,-8,0.119,0.1,0.139
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,-8,0.05,0.035,0.064
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,-8,0.392,0.362,0.423
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,-8,0.422,0.389,0.455
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,-8,0.12,0.101,0.14
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,-8,0.051,0.036,0.065
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,-8,0.394,0.364,0.425
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,-8,0.424,0.391,0.457
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,-6,0.03,0.02,0.041
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,-6,0.005,0.001,0.01
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,-6,0.199,0.175,0.225
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,-6,0.227,0.202,0.2530249999999999
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,-6,0.03,0.02,0.041
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,-6,0.005,0.001,0.01
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,-6,0.201,0.177,0.227
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,-6,0.228,0.203,0.2540249999999999
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,-4,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,-4,0.002,0.0,0.005
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,-4,0.066,0.051975,0.082
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,-4,0.086,0.069,0.105
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,-4,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,-4,0.002,0.0,0.005
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,-4,0.068,0.053,0.084
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,-4,0.087,0.07,0.106
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,-2,0.008,0.003,0.014
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,-2,0.025,0.016,0.035
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,-2,0.008,0.003,0.014
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,-2,0.026,0.017,0.037
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,0,0.004,0.001,0.008
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,0,0.004,0.001,0.008
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,2,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,2,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,4,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,16qam,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,frozen,32qam,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_6_rx_6dB,6.0,6.0,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,-10,0.315,0.286,0.344
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,-10,0.159,0.133,0.186
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,-10,0.418,0.383,0.452
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,-10,0.433,0.402,0.465
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,-10,0.317,0.287,0.34502499999999986
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,-10,0.159,0.132,0.187
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,-10,0.418,0.383,0.452
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,-10,0.432,0.401,0.464
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,-8,0.128,0.108,0.148
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,-8,0.053,0.037,0.068
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,-8,0.392,0.361,0.424
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,-8,0.426,0.393,0.4580249999999999
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,-8,0.129,0.109,0.14902499999999985
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,-8,0.055,0.039,0.07
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,-8,0.394,0.363,0.426
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,-8,0.43,0.397,0.462
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,-6,0.034,0.023,0.046
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,-6,0.006,0.002,0.012
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,-6,0.219,0.194,0.246
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,-6,0.244,0.218,0.272
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,-6,0.034,0.023,0.046
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,-6,0.006,0.002,0.012
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,-6,0.22,0.195,0.247
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,-6,0.247,0.221,0.275
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,-4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,-4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,-4,0.077,0.061,0.094
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,-4,0.099,0.081,0.119
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,-4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,-4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,-4,0.079,0.063,0.096
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,-4,0.104,0.086,0.125
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,-2,0.008,0.003,0.014
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,-2,0.026,0.017,0.037
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,-2,0.009,0.004,0.015
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,-2,0.027,0.017,0.038
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,0,0.005,0.001,0.01
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,0,0.005,0.001,0.01
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,2,0.002,0.0,0.005
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,2,0.002,0.0,0.005
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,16qam,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,frozen,32qam,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_6_rx_0dB,6.0,0.0,recalibrated,32qam,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,-10,0.309,0.27997500000000003,0.337
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,-10,0.137,0.112,0.16302499999999986
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,-10,0.435,0.399,0.4680249999999999
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,-10,0.437,0.40597500000000003,0.468
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,-10,0.31,0.281,0.34
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,-10,0.14,0.114,0.167
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,-10,0.438,0.402,0.471
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,-10,0.441,0.409,0.472
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,-8,0.137,0.117,0.159
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,-8,0.05,0.035,0.064
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,-8,0.393,0.363,0.424
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,-8,0.427,0.394,0.459
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,-8,0.139,0.118975,0.16
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,-8,0.05,0.035,0.064
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,-8,0.394,0.364,0.425
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,-8,0.431,0.398,0.463
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,-6,0.033,0.022,0.045
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,-6,0.004,0.001,0.009
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,-6,0.205,0.179,0.23
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,-6,0.229,0.203975,0.2550249999999999
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,-6,0.033,0.022,0.045
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,-6,0.004,0.001,0.009
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,-6,0.206,0.18,0.231
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,-6,0.23,0.204,0.256
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,-4,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,-4,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,-4,0.068,0.053,0.084
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,-4,0.086,0.069,0.105
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,-4,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,-4,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,-4,0.068,0.053,0.084
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,-4,0.086,0.069,0.105
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,-2,0.001,0.0,0.003
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,-2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,-2,0.008,0.003,0.014
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,-2,0.025,0.016,0.035
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,-2,0.001,0.0,0.003
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,-2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,-2,0.009,0.004,0.015
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,-2,0.025,0.016,0.035
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,0,0.003,0.0,0.007
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,0,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,0,0.003,0.0,0.007
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,2,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,2,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,2,0.002,0.0,0.005
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,4,0.001,0.0,0.003
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,4,0.001,0.0,0.003
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,4,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,6,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,8,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,bpsk,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,qpsk,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,16qam,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,frozen,32qam,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,bpsk,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,qpsk,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,16qam,10,0.0,0.0,0.0
202,tx_3_rx_12dB,3.0,12.0,recalibrated,32qam,10,0.0,0.0,0.0
